"nr";"year";"black";"exper";"hisp";"hours";"married";"occ1";"occ2";"occ3";"occ4";"occ5";"occ6";"occ7";"occ8";"occ9";"educ";"union";"lwage";"d81";"d82";"d83";"d84";"d85";"d86";"d87";"expersq"
2386;1981;0;3;1;1023;0;0;0;0;0;0;0;0;0;1;10;1;0,629585683345795;1;0;0;0;0;0;0;9
2386;1982;0;4;1;1753;0;0;0;0;1;0;0;0;0;0;10;0;0,583803713321686;0;1;0;0;0;0;0;16
2386;1983;0;5;1;1490;0;0;0;0;1;0;0;0;0;0;10;0;0,925409913063049;0;0;1;0;0;0;0;25
2386;1984;0;6;1;2070;0;0;0;0;1;0;0;0;0;0;10;0;1,11200201511383;0;0;0;1;0;0;0;36
2386;1985;0;7;1;1982;0;0;0;0;1;0;0;0;0;0;10;0;1,0756139755249;0;0;0;0;1;0;0;49
2386;1986;0;8;1;2058;0;0;0;0;1;0;0;0;0;0;10;0;1,47622501850128;0;0;0;0;0;1;0;64
2386;1987;0;9;1;2348;1;0;1;0;0;0;0;0;0;0;10;0;1,52857398986816;0;0;0;0;0;0;1;81
2401;1980;0;5;0;2350;1;0;0;0;0;0;0;1;0;0;12;1;1,1866899728775;0;0;0;0;0;0;0;25
2401;1981;0;6;0;1950;1;0;0;0;0;1;0;0;0;0;12;1;1,30625200271606;1;0;0;0;0;0;0;36
2401;1982;0;7;0;1640;1;0;0;0;0;0;1;0;0;0;12;1;1,73564100265503;0;1;0;0;0;0;0;49
2401;1983;0;8;0;2322;1;0;0;0;0;0;1;0;0;0;12;0;1,68224799633026;0;0;1;0;0;0;0;64
2401;1984;0;9;0;2579;1;0;0;0;0;1;0;0;0;0;12;1;1,87297797203064;0;0;0;1;0;0;0;81
2401;1985;0;10;0;2220;1;0;0;0;0;0;1;0;0;0;12;1;1,90598297119141;0;0;0;0;1;0;0;100
2401;1986;0;11;0;1920;0;0;0;0;0;0;1;0;0;0;12;1;2,02660799026489;0;0;0;0;0;1;0;121
2401;1987;0;12;0;2740;0;0;0;0;0;1;0;0;0;0;12;0;2,00670194625854;0;0;0;0;0;0;1;144
2413;1980;0;4;0;2228;0;0;0;0;1;0;0;0;0;0;12;1;2,18573904037476;0;0;0;0;0;0;0;16
2413;1981;0;5;0;2104;0;0;1;0;0;0;0;0;0;0;12;1;2,19001698493958;1;0;0;0;0;0;0;25
2413;1982;0;6;0;2080;1;0;0;0;0;1;0;0;0;0;12;1;2,18925595283508;0;1;0;0;0;0;0;36
2413;1983;0;7;0;2230;1;0;0;0;1;0;0;0;0;0;12;1;2,10206294059753;0;0;1;0;0;0;0;49
2413;1984;0;8;0;2460;1;0;0;0;1;0;0;0;0;0;12;1;2,14336204528809;0;0;0;1;0;0;0;64
2413;1985;0;9;0;2285;1;0;0;0;1;0;0;0;0;0;12;1;2,11379599571228;0;0;0;0;1;0;0;81
2413;1986;0;10;0;2098;1;0;0;0;0;0;0;1;0;0;12;1;2,17911005020142;0;0;0;0;0;1;0;100
2413;1987;0;11;0;2080;1;0;0;0;1;0;0;0;0;0;12;1;2,28229188919067;0;0;0;0;0;0;1;121
2421;1980;0;3;0;2675;0;0;0;0;0;0;0;0;1;0;12;0;1,37873995304108;0;0;0;0;0;0;0;9
2421;1981;0;4;0;3920;0;0;0;0;0;0;0;0;1;0;12;0;1,04982197284698;1;0;0;0;0;0;0;16
2421;1982;0;5;0;3400;0;0;0;0;0;0;0;0;1;0;12;0;1,31242501735687;0;1;0;0;0;0;0;25
2421;1983;0;6;0;3120;1;0;0;0;0;0;0;0;1;0;12;0;1,22837805747986;0;0;1;0;0;0;0;36
2421;1984;0;7;0;3120;1;0;0;0;0;0;0;0;1;0;12;0;1,14355003833771;0;0;0;1;0;0;0;49
2421;1985;0;8;0;3540;1;0;0;0;0;0;0;0;1;0;12;0;1,26699304580688;0;0;0;0;1;0;0;64
2421;1986;0;9;0;4080;1;0;0;0;0;0;0;0;1;0;12;0;1,12623202800751;0;0;0;0;0;1;0;81
2421;1987;0;10;0;4160;1;0;0;0;0;0;0;0;1;0;12;0;1,06784796714783;0;0;0;0;0;0;1;100
2445;1980;0;4;0;1640;1;0;0;0;0;0;0;1;0;0;12;1;1,46252799034119;0;0;0;0;0;0;0;16
2445;1981;0;5;0;1532;0;0;0;0;0;0;1;0;0;0;12;0;1,5475070476532;1;0;0;0;0;0;0;25
2445;1982;0;6;0;2671;1;0;0;0;1;0;0;0;0;0;12;0;1,33505797386169;0;1;0;0;0;0;0;36
2445;1983;0;7;0;3364;1;0;1;0;0;0;0;0;0;0;12;0;1,21932899951935;0;0;1;0;0;0;0;49
2445;1984;0;8;0;1754;1;0;1;0;0;0;0;0;0;0;12;0;1,47832202911377;0;0;0;1;0;0;0;64
2445;1985;0;9;0;2220;1;0;0;0;0;0;1;0;0;0;12;0;2,02129411697388;0;0;0;0;1;0;0;81
2445;1986;0;10;0;2676;1;0;0;0;0;0;1;0;0;0;12;0;1,73470401763916;0;0;0;0;0;1;0;100
2445;1987;0;11;0;3205;1;0;0;0;0;0;1;0;0;0;12;0;1,78541004657745;0;0;0;0;0;0;1;121
2451;1980;0;2;0;2496;1;0;1;0;0;0;0;0;0;0;12;0;1,60214996337891;0;0;0;0;0;0;0;4
2451;1981;0;3;0;2496;1;0;1;0;0;0;0;0;0;0;12;0;1,63475596904755;1;0;0;0;0;0;0;9
2451;1982;0;4;0;2496;1;0;1;0;0;0;0;0;0;0;12;0;1,73929405212402;0;1;0;0;0;0;0;16
2451;1983;0;5;0;2496;1;0;1;0;0;0;0;0;0;0;12;0;1,78112101554871;0;0;1;0;0;0;0;25
2451;1984;0;6;0;2496;1;0;1;0;0;0;0;0;0;0;12;0;1,80508697032928;0;0;0;1;0;0;0;36
2451;1985;0;7;0;2152;1;0;1;0;0;0;0;0;0;0;12;0;2,09965705871582;0;0;0;0;1;0;0;49
2451;1986;0;8;0;2432;1;0;1;0;0;0;0;0;0;0;12;0;2,06647205352783;0;0;0;0;0;1;0;64
2451;1987;0;9;0;2496;1;0;1;0;0;0;0;0;0;0;12;0;1,9300719499588;0;0;0;0;0;0;1;81
2494;1980;0;4;0;1214;0;0;0;0;0;0;0;0;0;1;13;0;0,339826107025146;0;0;0;0;0;0;0;16
2494;1981;0;5;0;2080;1;0;0;0;0;0;0;0;0;1;13;0;0,71219539642334;1;0;0;0;0;0;0;25
2494;1982;0;6;0;1676;1;0;0;0;0;1;0;0;0;0;13;1;1,14432096481323;0;1;0;0;0;0;0;36
2494;1983;0;7;0;2053;1;0;0;0;0;1;0;0;0;0;13;0;0,980790078639984;0;0;1;0;0;0;0;49
2494;1984;0;8;0;2570;1;0;0;0;0;0;0;0;0;1;13;1;1,58879101276398;0;0;0;1;0;0;0;64
2494;1985;0;9;0;2405;1;0;0;0;0;0;0;0;0;1;13;1;1,82144999504089;0;0;0;0;1;0;0;81
2494;1986;0;10;0;2135;1;0;0;0;0;0;0;0;0;1;13;1;1,96491801738739;0;0;0;0;0;1;0;100
2494;1987;0;11;0;2440;1;0;0;0;0;0;0;0;0;1;13;1;1,98913097381592;0;0;0;0;0;0;1;121
2508;1980;0;3;0;2080;0;0;0;0;0;1;0;0;0;0;13;0;1,9180029630661;0;0;0;0;0;0;0;9
2508;1981;0;4;0;2080;1;1;0;0;0;0;0;0;0;0;13;0;1,8478490114212;1;0;0;0;0;0;0;16
2508;1982;0;5;0;2080;1;0;0;0;0;1;0;0;0;0;13;0;1,9731730222702;0;1;0;0;0;0;0;25
2508;1983;0;6;0;2080;1;1;0;0;0;0;0;0;0;0;13;0;2,1012749671936;0;0;1;0;0;0;0;36
2508;1984;0;7;0;2080;1;1;0;0;0;0;0;0;0;0;13;0;2,04545211791992;0;0;0;1;0;0;0;49
2508;1985;0;8;0;2080;1;0;0;0;0;1;0;0;0;0;13;0;2,11033892631531;0;0;0;0;1;0;0;64
2508;1986;0;9;0;2300;1;0;0;0;0;1;0;0;0;0;13;0;2,08718609809875;0;0;0;0;0;1;0;81
2508;1987;0;10;0;2235;1;0;0;0;0;1;0;0;0;0;13;0;2,07688808441162;0;0;0;0;0;0;1;100
2535;1980;0;4;0;2318;1;0;0;0;0;0;0;1;0;0;12;1;1,71122598648071;0;0;0;0;0;0;0;16
2535;1981;0;5;0;2476;1;0;0;0;0;0;0;1;0;0;12;1;1,6555939912796;1;0;0;0;0;0;0;25
2535;1982;0;6;0;2128;1;0;0;0;0;0;0;1;0;0;12;0;1,68093395233154;0;1;0;0;0;0;0;36
2535;1983;0;7;0;2080;1;0;0;0;0;0;0;1;0;0;12;0;1,56267094612122;0;0;1;0;0;0;0;49
2535;1984;0;8;0;2080;1;0;0;0;0;0;1;0;0;0;12;0;1,64120304584503;0;0;0;1;0;0;0;64
2535;1985;0;9;0;2080;1;0;0;0;0;0;1;0;0;0;12;0;1,53585004806519;0;0;0;0;1;0;0;81
2535;1986;0;10;0;2080;1;0;0;0;0;0;0;0;1;0;12;1;1,56357300281525;0;0;0;0;0;1;0;100
2535;1987;0;11;0;2145;1;0;0;0;0;0;1;0;0;0;12;0;1,6189980506897;0;0;0;0;0;0;1;121
2540;1980;0;2;0;2399;0;0;0;0;0;0;0;0;1;0;10;0;0,948640525341034;0;0;0;0;0;0;0;4
2540;1981;0;3;0;2201;0;0;0;0;0;0;0;0;1;0;10;0;1,06738603115082;1;0;0;0;0;0;0;9
2540;1982;0;4;0;1995;0;0;0;0;0;0;1;0;0;0;10;1;1,27546894550323;0;1;0;0;0;0;0;16
2540;1983;0;5;0;1940;0;0;0;0;0;0;0;0;1;0;10;0;1,21972596645355;0;0;1;0;0;0;0;25
2540;1984;0;6;0;2520;0;0;0;0;0;1;0;0;0;0;10;0;1,0694420337677;0;0;0;1;0;0;0;36
2540;1985;0;7;0;2530;1;0;0;0;0;0;1;0;0;0;10;0;1,24468803405762;0;0;0;0;1;0;0;49
2540;1986;0;8;0;2600;1;0;0;0;0;0;1;0;0;0;10;0;1,03027403354645;0;0;0;0;0;1;0;64
2540;1987;0;9;0;2260;1;0;0;0;0;1;0;0;0;0;10;0;1,44160997867584;0;0;0;0;0;0;1;81
2685;1980;0;2;0;2080;0;1;0;0;0;0;0;0;0;0;13;0;1,84004199504852;0;0;0;0;0;0;0;4
2685;1981;0;3;0;2080;0;1;0;0;0;0;0;0;0;0;13;0;1,79814898967743;1;0;0;0;0;0;0;9
2685;1982;0;4;0;2120;0;1;0;0;0;0;0;0;0;0;13;0;2,09889888763428;0;1;0;0;0;0;0;16
2685;1983;0;5;0;2080;0;1;0;0;0;0;0;0;0;0;13;0;2,26700711250305;0;0;1;0;0;0;0;25
2685;1984;0;6;0;2080;0;1;0;0;0;0;0;0;0;0;13;0;2,36942410469055;0;0;0;1;0;0;0;36
2685;1985;0;7;0;2080;0;1;0;0;0;0;0;0;0;0;13;0;2,39605093002319;0;0;0;0;1;0;0;49
2685;1986;0;8;0;2080;0;1;0;0;0;0;0;0;0;0;13;0;2,45283508300781;0;0;0;0;0;1;0;64
2685;1987;0;9;0;2080;0;1;0;0;0;0;0;0;0;0;13;0;2,57775688171387;0;0;0;0;0;0;1;81
2711;1980;0;2;0;2288;1;0;0;0;0;0;1;0;0;0;12;1;1,21938705444336;0;0;0;0;0;0;0;4
2711;1981;0;3;0;2848;1;0;0;0;0;0;1;0;0;0;12;0;1,29518902301788;1;0;0;0;0;0;0;9
2711;1982;0;4;0;3457;0;0;0;0;0;0;1;0;0;0;12;1;1,03936898708344;0;1;0;0;0;0;0;16
2711;1983;0;5;0;3110;0;0;0;0;0;0;1;0;0;0;12;0;1,11551594734192;0;0;1;0;0;0;0;25
2711;1984;0;6;0;2751;0;0;0;0;0;0;1;0;0;0;12;1;1,23305094242096;0;0;0;1;0;0;0;36
2711;1985;0;7;0;2080;1;0;0;0;0;0;1;0;0;0;12;0;1,36049699783325;0;0;0;0;1;0;0;49
2711;1986;0;8;0;2080;0;0;0;0;0;0;1;0;0;0;12;0;1,57074701786041;0;0;0;0;0;1;0;64
2711;1987;0;9;0;2080;0;0;0;0;0;0;1;0;0;0;12;1;1,58914494514465;0;0;0;0;0;0;1;81
2718;1980;1;3;0;2080;1;0;0;0;0;0;1;0;0;0;11;1;2,14114689826965;0;0;0;0;0;0;0;9
2718;1981;1;4;0;2408;1;0;0;0;0;1;0;0;0;0;11;1;2,15615701675415;1;0;0;0;0;0;0;16
2718;1982;1;5;0;2192;0;0;0;0;0;0;1;0;0;0;11;1;2,26221108436584;0;1;0;0;0;0;0;25
2718;1983;1;6;0;2080;0;0;0;0;0;0;1;0;0;0;11;1;2,28502607345581;0;0;1;0;0;0;0;36
2718;1984;1;7;0;2080;0;0;0;0;0;0;1;0;0;0;11;1;2,43631792068481;0;0;0;1;0;0;0;49
2718;1985;1;8;0;2080;0;0;0;0;0;0;1;0;0;0;11;1;2,30957698822021;0;0;0;0;1;0;0;64
2718;1986;1;9;0;2080;0;0;0;0;0;0;1;0;0;0;11;1;2,35203003883362;0;0;0;0;0;1;0;81
2718;1987;1;10;0;2080;0;0;0;0;0;0;1;0;0;0;11;1;2,31306409835815;0;0;0;0;0;0;1;100
2721;1980;0;6;0;2080;1;0;0;0;0;0;0;1;0;0;9;0;1,54331004619598;0;0;0;0;0;0;0;36
2721;1981;0;7;0;2080;1;0;0;0;0;1;0;0;0;0;9;0;1,56218504905701;1;0;0;0;0;0;0;49
2721;1982;0;8;0;1840;1;0;0;0;0;1;0;0;0;0;9;1;1,50295102596283;0;1;0;0;0;0;0;64
2721;1983;0;9;0;3176;1;0;0;0;0;1;0;0;0;0;9;0;0,880941987037659;0;0;1;0;0;0;0;81
2721;1984;0;10;0;2220;1;0;0;0;0;0;0;1;0;0;9;1;0,231112703680992;0;0;0;1;0;0;0;100
2721;1985;0;11;0;2440;1;0;0;0;0;0;1;0;0;0;9;0;1,20086705684662;0;0;0;0;1;0;0;121
2721;1986;0;12;0;2080;1;0;0;0;0;1;0;0;0;0;9;0;0,909646213054657;0;0;0;0;0;1;0;144
2721;1987;0;13;0;1650;1;0;0;0;0;0;1;0;0;0;9;0;1,02070105075836;0;0;0;0;0;0;1;169
2733;1980;1;4;0;2080;0;0;0;0;0;0;1;0;0;0;12;0;0,754852414131165;0;0;0;0;0;0;0;16
2733;1981;1;5;0;2424;0;0;0;0;0;0;1;0;0;0;12;0;1,08866202831268;1;0;0;0;0;0;0;25
2733;1982;1;6;0;2496;1;0;0;0;0;0;1;0;0;0;12;1;1,01715898513794;0;1;0;0;0;0;0;36
2733;1983;1;7;0;2496;1;0;0;0;0;0;1;0;0;0;12;0;0,989703297615051;0;0;1;0;0;0;0;49
2733;1984;1;8;0;2496;1;0;0;0;0;0;1;0;0;0;12;1;1,01001799106598;0;0;0;1;0;0;0;64
2733;1985;1;9;0;2120;1;0;0;0;0;0;1;0;0;0;12;0;1,05376601219177;0;0;0;0;1;0;0;81
2733;1986;1;10;0;2626;1;0;0;0;0;0;1;0;0;0;12;0;0,925013720989227;0;0;0;0;0;1;0;100
2733;1987;1;11;0;3100;1;0;0;0;0;0;1;0;0;0;12;0;0,902428925037384;0;0;0;0;0;0;1;121
2741;1980;0;5;0;2080;1;0;0;0;0;0;1;0;0;0;12;0;1,44799995422363;0;0;0;0;0;0;0;25
2741;1981;0;6;0;2080;1;0;0;0;0;0;1;0;0;0;12;0;1,34707403182983;1;0;0;0;0;0;0;36
2741;1982;0;7;0;2080;1;0;0;0;0;0;1;0;0;0;12;0;1,28503799438477;0;1;0;0;0;0;0;49
2741;1983;0;8;0;2080;1;0;0;0;0;0;1;0;0;0;12;0;1,35071694850922;0;0;1;0;0;0;0;64
2741;1984;0;9;0;2080;1;0;0;0;0;0;1;0;0;0;12;1;1,43568599224091;0;0;0;1;0;0;0;81
2741;1985;0;10;0;2080;1;0;0;0;0;0;1;0;0;0;12;0;1,44053900241852;0;0;0;0;1;0;0;100
2741;1986;0;11;0;2080;1;0;0;0;0;0;1;0;0;0;12;0;1,62811100482941;0;0;0;0;0;1;0;121
2741;1987;0;12;0;2080;1;0;0;0;0;0;1;0;0;0;12;0;1,67875695228577;0;0;0;0;0;0;1;144
2745;1980;0;3;0;1480;0;0;1;0;0;0;0;0;0;0;12;0;1,78832495212555;0;0;0;0;0;0;0;9
2745;1981;0;4;0;2080;0;0;0;0;0;0;0;1;0;0;12;1;1,68354594707489;1;0;0;0;0;0;0;16
2745;1982;0;5;0;2080;0;0;0;0;1;0;0;0;0;0;12;0;1,87282502651215;0;1;0;0;0;0;0;25
2745;1983;0;6;0;2080;1;0;0;0;1;0;0;0;0;0;12;0;1,66087198257446;0;0;1;0;0;0;0;36
2745;1984;0;7;0;2080;1;0;0;0;1;0;0;0;0;0;12;0;1,61800801753998;0;0;0;1;0;0;0;49
2745;1985;0;8;0;2080;1;0;0;0;1;0;0;0;0;0;12;0;1,64817905426025;0;0;0;0;1;0;0;64
2745;1986;0;9;0;2080;0;0;0;0;1;0;0;0;0;0;12;0;1,68873596191406;0;0;0;0;0;1;0;81
2745;1987;0;10;0;2080;0;0;0;0;1;0;0;0;0;0;12;0;1,76099598407745;0;0;0;0;0;0;1;100
2751;1980;1;4;0;2496;0;0;0;0;0;1;0;0;0;0;12;1;1,60214996337891;0;0;0;0;0;0;0;16
2751;1981;1;5;0;2496;1;0;0;0;0;1;0;0;0;0;12;0;1,57021701335907;1;0;0;0;0;0;0;25
2751;1982;1;6;0;2128;1;0;0;0;0;1;0;0;0;0;12;1;1,66768896579742;0;1;0;0;0;0;0;36
2751;1983;1;7;0;2448;1;0;0;0;0;1;0;0;0;0;12;1;1,35486698150635;0;0;1;0;0;0;0;49
2751;1984;1;8;0;2144;1;0;0;0;0;1;0;0;0;0;12;1;1,51871001720428;0;0;0;1;0;0;0;64
2751;1985;1;9;0;2080;1;0;0;0;0;0;1;0;0;0;12;1;1,51464700698853;0;0;0;0;1;0;0;81
2751;1986;1;10;0;2080;1;0;0;0;0;1;0;0;0;0;12;0;1,74589395523071;0;0;0;0;0;1;0;100
2751;1987;1;11;0;2080;1;0;0;0;0;1;0;0;0;0;12;1;1,95205104351044;0;0;0;0;0;0;1;121
2774;1980;0;3;0;2080;1;0;0;0;0;1;0;0;0;0;14;0;1,97862803936005;0;0;0;0;0;0;0;9
2774;1981;0;4;0;2080;1;0;0;0;0;1;0;0;0;0;14;0;2,14907503128052;1;0;0;0;0;0;0;16
2774;1982;0;5;0;1360;1;0;0;0;0;1;0;0;0;0;14;0;2,29770803451538;0;1;0;0;0;0;0;25
2774;1983;0;6;0;680;1;0;0;0;0;1;0;0;0;0;14;0;2,08575510978699;0;0;1;0;0;0;0;36
2774;1984;0;7;0;1728;1;0;0;0;0;0;0;1;0;0;14;0;2,18640303611755;0;0;0;1;0;0;0;49
2774;1985;0;8;0;2080;1;0;0;0;0;1;0;0;0;0;14;0;2,01108407974243;0;0;0;0;1;0;0;64
2774;1986;0;9;0;2080;1;0;0;0;0;1;0;0;0;0;14;0;2,03357601165771;0;0;0;0;0;1;0;81
2774;1987;0;10;0;2080;1;0;0;0;0;1;0;0;0;0;14;0;1,90759897232056;0;0;0;0;0;0;1;100
2801;1980;0;2;0;1313;0;0;0;0;0;0;0;1;0;0;10;1;1,1095449924469;0;0;0;0;0;0;0;4
2801;1981;0;3;0;2220;1;0;0;0;1;0;0;0;0;0;10;0;1,28193402290344;1;0;0;0;0;0;0;9
2801;1982;0;4;0;2575;1;0;0;0;0;1;0;0;0;0;10;0;1,25387799739838;0;1;0;0;0;0;0;16
2801;1983;0;5;0;2060;0;0;0;0;0;0;1;0;0;0;10;0;1,26506805419922;0;0;1;0;0;0;0;25
2801;1984;0;6;0;2080;0;0;0;0;1;0;0;0;0;0;10;0;1,26133298873901;0;0;0;1;0;0;0;36
2801;1985;0;7;0;2174;1;0;0;0;1;0;0;0;0;0;10;0;1,27373600006104;0;0;0;0;1;0;0;49
2801;1986;0;8;0;2100;1;0;0;0;1;0;0;0;0;0;10;0;1,37168204784393;0;0;0;0;0;1;0;64
2801;1987;0;9;0;2150;1;0;1;0;0;0;0;0;0;0;10;1;1,52429699897766;0;0;0;0;0;0;1;81
2813;1980;0;2;0;806;1;0;0;0;0;1;0;0;0;0;13;0;0,624082088470459;0;0;0;0;0;0;0;4
2813;1981;0;3;0;1586;1;0;0;0;0;1;0;0;0;0;13;0;1,2615510225296;1;0;0;0;0;0;0;9
2813;1982;0;4;0;2215;1;1;0;0;0;0;0;0;0;0;13;0;1,62761902809143;0;1;0;0;0;0;0;16
2813;1983;0;5;0;2378;1;0;0;0;0;0;0;0;1;0;13;0;1,62229001522064;0;0;1;0;0;0;0;25
2813;1984;0;6;0;2352;1;0;0;0;0;0;0;0;1;0;13;0;1,62027299404144;0;0;0;1;0;0;0;36
2813;1985;0;7;0;2466;1;0;0;0;0;0;0;1;0;0;13;0;1,59573197364807;0;0;0;0;1;0;0;49
2813;1986;0;8;0;2496;1;0;0;0;0;0;0;0;1;0;13;0;1,71772301197052;0;0;0;0;0;1;0;64
2813;1987;0;9;0;2741;1;0;0;0;0;0;0;0;1;0;13;0;1,63164401054382;0;0;0;0;0;0;1;81
2833;1980;0;2;0;2470;1;0;0;0;0;0;1;0;0;0;12;0;1,89133501052856;0;0;0;0;0;0;0;4
2833;1981;0;3;0;2340;1;0;0;0;0;0;1;0;0;0;12;0;1,78890597820282;1;0;0;0;0;0;0;9
2833;1982;0;4;0;2340;1;0;1;0;0;0;0;0;0;0;12;0;1,83508503437042;0;1;0;0;0;0;0;16
2833;1983;0;5;0;2199;1;0;0;0;0;0;1;0;0;0;12;0;1,88790595531464;0;0;1;0;0;0;0;25
2833;1984;0;6;0;2316;1;0;0;0;0;0;1;0;0;0;12;0;1,8470059633255;0;0;0;1;0;0;0;36
2833;1985;0;7;0;2340;1;0;0;0;0;0;1;0;0;0;12;0;1,88894402980804;0;0;0;0;1;0;0;49
2833;1986;0;8;0;2130;1;0;0;0;0;0;1;0;0;0;12;0;1,92281103134155;0;0;0;0;0;1;0;64
2833;1987;0;9;0;2240;1;0;0;0;0;0;1;0;0;0;12;0;1,83349096775055;0;0;0;0;0;0;1;81
2839;1980;0;3;0;2080;0;1;0;0;0;0;0;0;0;0;13;0;1,55487895011902;0;0;0;0;0;0;0;9
2839;1981;0;4;0;2080;0;1;0;0;0;0;0;0;0;0;13;0;1,6471780538559;1;0;0;0;0;0;0;16
2839;1982;0;5;0;2080;0;0;0;0;0;1;0;0;0;0;13;0;1,6864949464798;0;1;0;0;0;0;0;25
2839;1983;0;6;0;2080;0;1;0;0;0;0;0;0;0;0;13;0;1,64053297042847;0;0;1;0;0;0;0;36
2839;1984;0;7;0;2080;0;1;0;0;0;0;0;0;0;0;13;0;1,74317097663879;0;0;0;1;0;0;0;49
2839;1985;0;8;0;1960;0;1;0;0;0;0;0;0;0;0;13;0;2,02605605125427;0;0;0;0;1;0;0;64
2839;1986;0;9;0;2080;0;1;0;0;0;0;0;0;0;0;13;0;1,94656503200531;0;0;0;0;0;1;0;81
2839;1987;0;10;0;2080;0;1;0;0;0;0;0;0;0;0;13;0;1,97355699539185;0;0;0;0;0;0;1;100
2842;1980;0;4;0;504;0;0;0;0;0;0;0;0;0;1;13;0;1,47925198078156;0;0;0;0;0;0;0;16
2842;1981;0;5;0;2191;0;0;0;0;1;0;0;0;0;0;13;0;1,82571196556091;1;0;0;0;0;0;0;25
2842;1982;0;6;0;2355;0;1;0;0;0;0;0;0;0;0;13;0;1,69149398803711;0;1;0;0;0;0;0;36
2842;1983;0;7;0;2392;0;1;0;0;0;0;0;0;0;0;13;0;1,80879199504852;0;0;1;0;0;0;0;49
2842;1984;0;8;0;2215;0;1;0;0;0;0;0;0;0;0;13;0;1,98256695270538;0;0;0;1;0;0;0;64
2842;1985;0;9;0;1860;0;0;0;0;1;0;0;0;0;0;13;0;1,98311400413513;0;0;0;0;1;0;0;81
2842;1986;0;10;0;2040;0;0;1;0;0;0;0;0;0;0;13;0;2,82618403434753;0;0;0;0;0;1;0;100
2842;1987;0;11;0;2000;0;0;0;1;0;0;0;0;0;0;13;0;2,41112494468689;0;0;0;0;0;0;1;121
2866;1980;0;3;0;2464;0;0;0;0;0;0;1;0;0;0;9;0;1,33685004711151;0;0;0;0;0;0;0;9
2866;1981;0;4;0;2185;1;0;0;0;0;0;1;0;0;0;9;1;1,4943790435791;1;0;0;0;0;0;0;16
2866;1982;0;5;0;2540;1;0;0;0;0;1;0;0;0;0;9;0;2,04075407981873;0;1;0;0;0;0;0;25
2866;1983;0;6;0;2686;1;0;0;0;0;0;1;0;0;0;9;0;1,99297297000885;0;0;1;0;0;0;0;36
2866;1984;0;7;0;3168;1;0;0;0;0;1;0;0;0;0;9;0;1,93921303749084;0;0;0;1;0;0;0;49
2866;1985;0;8;0;3180;1;0;0;0;0;1;0;0;0;0;9;0;2,08866310119629;0;0;0;0;1;0;0;64
2866;1986;0;9;0;2360;1;0;1;0;0;0;0;0;0;0;9;0;2,28457689285278;0;0;0;0;0;1;0;81
2866;1987;0;10;0;3306;1;0;0;0;0;0;0;1;0;0;9;0;1,93670403957367;0;0;0;0;0;0;1;100
2868;1980;0;3;0;759;0;0;0;0;0;0;0;1;0;0;13;1;2,29360198974609;0;0;0;0;0;0;0;9
2868;1981;0;4;0;1855;0;0;0;0;0;0;0;1;0;0;13;0;1,56573700904846;1;0;0;0;0;0;0;16
2868;1982;0;5;0;2209;0;0;0;0;0;0;1;0;0;0;13;0;1,81265294551849;0;1;0;0;0;0;0;25
2868;1983;0;6;0;2296;1;0;0;0;0;0;0;1;0;0;13;0;1,89854300022125;0;0;1;0;0;0;0;36
2868;1984;0;7;0;2395;1;0;0;0;1;0;0;0;0;0;13;0;2,00762104988098;0;0;0;1;0;0;0;49
2868;1985;0;8;0;2218;1;0;0;0;1;0;0;0;0;0;13;0;2,14355707168579;0;0;0;0;1;0;0;64
2868;1986;0;9;0;709;1;0;1;0;0;0;0;0;0;0;13;0;3,39752602577209;0;0;0;0;0;1;0;81
2868;1987;0;10;0;2729;1;0;0;1;0;0;0;0;0;0;13;0;2,07135009765625;0;0;0;0;0;0;1;100
2874;1980;0;4;1;727;0;0;0;0;0;0;0;1;0;0;9;0;0,37893271446228;0;0;0;0;0;0;0;16
2874;1981;0;5;1;1365;0;0;0;1;0;0;0;0;0;0;9;0;1,07513999938965;1;0;0;0;0;0;0;25
2874;1982;0;6;1;1782;0;0;0;0;0;1;0;0;0;0;9;0;0,746522724628448;0;1;0;0;0;0;0;36
2874;1983;0;7;1;2184;0;0;0;0;0;1;0;0;0;0;9;0;1,20661604404449;0;0;1;0;0;0;0;49
2874;1984;0;8;1;2222;0;0;0;0;0;1;0;0;0;0;9;0;1,18572402000427;0;0;0;1;0;0;0;64
2874;1985;0;9;1;2236;0;0;0;0;0;0;1;0;0;0;9;0;1,32739698886871;0;0;0;0;1;0;0;81
2874;1986;0;10;1;2198;0;0;0;0;0;0;0;1;0;0;9;0;1,19823801517487;0;0;0;0;0;1;0;100
2874;1987;0;11;1;1744;0;0;0;0;0;1;0;0;0;0;9;0;1,40865695476532;0;0;0;0;0;0;1;121
2916;1980;0;2;0;650;0;0;0;0;0;0;1;0;0;0;12;0;1,18403398990631;0;0;0;0;0;0;0;4
2916;1981;0;3;0;1291;0;0;0;0;1;0;0;0;0;0;12;0;1,71866405010223;1;0;0;0;0;0;0;9
2916;1982;0;4;0;2040;0;0;0;0;1;0;0;0;0;0;12;0;1,69649803638458;0;1;0;0;0;0;0;16
2916;1983;0;5;0;2080;0;0;0;0;1;0;0;0;0;0;12;0;1,72540998458862;0;0;1;0;0;0;0;25
2916;1984;0;6;0;1630;0;0;0;0;1;0;0;0;0;0;12;0;1,97512400150299;0;0;0;1;0;0;0;36
